region	signal	gene	N_SNPs_signal	gene_score	gene_inquisit_level
BCAC_FM_74	signal1	RFXANK	56	0.2	3
BCAC_FM_74	signal1	ENST00000427634	56	0	0
BCAC_FM_75	signal1	KCNN4	10	7	1
BCAC_FM_75	signal1	SMG9	10	7	1
BCAC_FM_75	signal1	PLAUR	10	7	1
BCAC_FM_75	signal1	LYPD5	10	3	2
BCAC_FM_75	signal1	ZNF222	10	3	2
BCAC_FM_75	signal1	ZNF284	10	3	2
BCAC_FM_75	signal1	ZNF404	10	3	2
BCAC_FM_75	signal1	ZNF230	10	3	2
BCAC_FM_75	signal1	IRGQ	10	0.6	3
BCAC_FM_75	signal1	C19orf61	10	0	0
BCAC_FM_76	signal1	NRIP1	7	7	1
BCAC_FM_76	signal1	AF127577.12	7	4	2
BCAC_FM_76	signal1	HSPA13	7	4	2
BCAC_FM_76	signal1	USP25	7	3	2
BCAC_FM_76	signal1	C21orf91	7	0.6	3
BCAC_FM_76	signal2	HSPA13	29	4	2
BCAC_FM_76	signal2	AF127577.12	29	4	2
BCAC_FM_76	signal2	NRIP1	29	4	2
BCAC_FM_76	signal2	USP25	29	3	2
BCAC_FM_76	signal2	C21orf91	29	0.6	3
BCAC_FM_76	signal2	AJ009632.3	29	0.4	3
BCAC_FM_77	signal1	CHEK2	3	4	2
BCAC_FM_77	signal1	HSCB	3	3	2
BCAC_FM_77	signal2	XBP1	2	5	1
BCAC_FM_77	signal2	CTA-292E10.6	2	4	2
BCAC_FM_77	signal3	XBP1	59	8	1
BCAC_FM_77	signal3	CTA-292E10.6	59	7	1
BCAC_FM_77	signal3	EWSR1	59	7	1
BCAC_FM_77	signal3	CHEK2	59	5	1
BCAC_FM_77	signal3	TTC28	59	4	2
BCAC_FM_77	signal3	CCDC117	59	4	2
BCAC_FM_77	signal3	ZNRF3	59	4	2
BCAC_FM_77	signal3	CTA-984G1.5	59	4	2
BCAC_FM_77	signal3	KREMEN1	59	4	2
BCAC_FM_77	signal3	RHBDD3	59	4	2
BCAC_FM_77	signal3	CTA-292E10.8	59	4	2
BCAC_FM_77	signal3	HSCB	59	4	2
BCAC_FM_77	signal3	PITPNB	59	3	2
BCAC_FM_77	signal3	TTC28-AS1	59	3	2
BCAC_FM_77	signal3	C22orf31	59	0.4	3
BCAC_FM_77	signal3	ZNRF3-AS1	59	0.4	3
BCAC_FM_77	signal3	CTA-747E2.10	59	0.3	3
BCAC_FM_77	signal3	MIR3199-2	59	0.3	3
BCAC_FM_78	signal1	MKL1	196	7	1
BCAC_FM_78	signal1	SLC25A17	196	7	1
BCAC_FM_78	signal1	MCHR1	196	4	2
BCAC_FM_78	signal1	ST13	196	4	2
BCAC_FM_78	signal1	XPNPEP3	196	4	2
BCAC_FM_78	signal1	RP5-1042K10.13	196	4	2
BCAC_FM_78	signal1	SGSM3	196	4	2
BCAC_FM_78	signal1	ADSL	196	0.6	3
BCAC_FM_78	signal1	RP4-591N18.2	196	0.4	3
BCAC_FM_78	signal1	AL031594.1	196	0.4	3
BCAC_FM_78	signal1	RP5-1042K10.10	196	0.4	3
BCAC_FM_78	signal1	snoU13	196	0.3	3
BCAC_FM_78	signal1	GTPBP1	196	0.2	3
BCAC_FM_78	signal1	ENST00000493783	196	0	0
BCAC_FM_79	signal1	TRMT61B	81	7	1
BCAC_FM_79	signal1	PPP1CB	81	7	1
BCAC_FM_79	signal1	ALK	81	5	1
BCAC_FM_79	signal1	SPDYA	81	4	2
BCAC_FM_79	signal1	WDR43	81	4	2
BCAC_FM_79	signal1	SNORD53	81	0.7	3
BCAC_FM_79	signal1	CLIP4	81	0.6	3
BCAC_FM_79	signal1	SNORD92	81	0.4	3
BCAC_FM_79	signal1	SNORD53_SNORD92	81	0.4	3
BCAC_FM_79	signal1	Y_RNA	81	0.4	3
BCAC_FM_79	signal1	ENST00000402240	81	0	0
BCAC_FM_8	signal1	CHML	2	4	2
BCAC_FM_8	signal1	FH	2	4	2
BCAC_FM_8	signal1	KMO	2	4	2
BCAC_FM_80	signal1	VGLL3	2	3	2
BCAC_FM_81	CIMBA	KLF5	9	3	2
BCAC_FM_81	signal1	KLF5	8	5	1
BCAC_FM_82	signal1	GATAD2A	162	8	1
BCAC_FM_82	signal1	MAU2	162	7	1
BCAC_FM_82	signal1	MEF2B	162	7	1
BCAC_FM_82	signal1	MEF2BNB	162	7	1
BCAC_FM_82	signal1	NDUFA13	162	7	1
BCAC_FM_82	signal1	RFXANK	162	7	1
BCAC_FM_82	signal1	SUGP1	162	7	1
BCAC_FM_82	signal1	ATP13A1	162	7	1
BCAC_FM_82	signal1	LPAR2	162	7	1
BCAC_FM_82	signal1	PBX4	162	7	1
BCAC_FM_82	signal1	ARMC6	162	4	2
BCAC_FM_82	signal1	MEF2BNB-MEF2B	162	4	2
BCAC_FM_82	signal1	NCAN	162	4	2
BCAC_FM_82	signal1	NR2C2AP	162	4	2
BCAC_FM_82	signal1	SLC25A42	162	4	2
BCAC_FM_82	signal1	CTC-260F20.3	162	4	2
BCAC_FM_82	signal1	TSSK6	162	4	2
BCAC_FM_82	signal1	YJEFN3	162	4	2
BCAC_FM_82	signal1	HAPLN4	162	4	2
BCAC_FM_82	signal1	TM6SF2	162	4	2
BCAC_FM_82	signal1	TMEM161A	162	4	2
BCAC_FM_82	signal1	CILP2	162	4	2
BCAC_FM_82	signal1	GMIP	162	4	2
BCAC_FM_82	signal1	ZNF101	162	4	2
BCAC_FM_82	signal1	AC138430.4	162	4	2
BCAC_FM_82	signal1	ZNF823	162	4	2
BCAC_FM_82	signal1	SUGP2	162	3	2
BCAC_FM_82	signal1	CTB-184G21.3	162	0.7	3
BCAC_FM_82	signal1	AC002306.1	162	0.4	3
BCAC_FM_82	signal1	MIR640	162	0.3	3
BCAC_FM_82	signal1	CTC-559E9.6	162	0	0
BCAC_FM_82	signal1	LINC00663	162	0	0
BCAC_FM_82	signal1	ENST00000397190	162	0	0
BCAC_FM_82	signal1	ENST00000591150	162	0	0
BCAC_FM_84	signal1	KLHDC7A	12	1	2
BCAC_FM_86	signal1	MRPS18C	84	8	1
BCAC_FM_86	signal1	COQ2	84	4	2
BCAC_FM_86	signal1	HPSE	84	4	2
BCAC_FM_86	signal1	SEC31A	84	4	2
BCAC_FM_86	signal1	FAM175A	84	4	2
BCAC_FM_86	signal1	HELQ	84	4	2
BCAC_FM_86	signal1	LIN54	84	3	2
BCAC_FM_86	signal1	AGPAT9	84	2	2
BCAC_FM_86	signal1	Y_RNA	84	0.4	3
BCAC_FM_87	signal2	CTD-2314G24.2	93	4	2
BCAC_FM_87	signal2	ISL1	93	4	2
BCAC_FM_87	signal2	CTD-2089N3.3	93	4	2
BCAC_FM_87	signal2	CTD-2203A3.1	93	0.4	3
BCAC_FM_87	signal2	CTD-2089N3.1	93	0.4	3
BCAC_FM_87	signal2	RP11-317O24.2	93	0.3	3
BCAC_FM_88	signal1	CUX1	6	8	1
BCAC_FM_88	signal1	COL26A1	6	4	2
BCAC_FM_88	signal1	LINC01007	6	4	2
BCAC_FM_88	signal1	CTB-181H17.1	6	4	2
BCAC_FM_88	signal1	PRKRIP1	6	3	2
BCAC_FM_88	signal1	RASA4	6	1	2
BCAC_FM_88	signal1	AC005088.1	6	0.4	3
BCAC_FM_89	signal1	CD151	19	7	1
BCAC_FM_89	signal1	PDDC1	19	7	1
BCAC_FM_89	signal1	EPS8L2	19	7	1
BCAC_FM_89	signal1	HRAS	19	5	1
BCAC_FM_89	signal1	AP006621.8	19	4	2
BCAC_FM_89	signal1	C11orf35	19	4	2
BCAC_FM_89	signal1	CDHR5	19	4	2
BCAC_FM_89	signal1	DRD4	19	4	2
BCAC_FM_89	signal1	EFCAB4A	19	4	2
BCAC_FM_89	signal1	LRRC56	19	4	2
BCAC_FM_89	signal1	RASSF7	19	4	2
BCAC_FM_89	signal1	RP11-496I9.1	19	4	2
BCAC_FM_89	signal1	RP13-46H24.1	19	4	2
BCAC_FM_89	signal1	RP13-870H17.3	19	4	2
BCAC_FM_89	signal1	SCT	19	4	2
BCAC_FM_89	signal1	CEND1	19	4	2
BCAC_FM_89	signal1	PIDD1	19	4	2
BCAC_FM_89	signal1	SLC25A22	19	4	2
BCAC_FM_89	signal1	AP006621.5	19	4	2
BCAC_FM_89	signal1	MUC2	19	3	2
BCAC_FM_89	signal1	PNPLA2	19	3	2
BCAC_FM_89	signal1	RPLP2	19	3	2
BCAC_FM_89	signal1	TSPAN4	19	3	2
BCAC_FM_89	signal1	TALDO1	19	3	2
BCAC_FM_89	signal1	TMEM80	19	1	2
BCAC_FM_89	signal1	DEAF1	19	0.6	3
BCAC_FM_89	signal1	AP006621	19	0	0
BCAC_FM_9	signal1	OSR1	17	7	1
BCAC_FM_9	signal1	SDC1	17	0.6	3
BCAC_FM_9	signal1	MIR4757	17	0.4	3
BCAC_FM_9	signal1	AC092594.1	17	0	0
BCAC_FM_90	signal1	CRNDE	3	7	1
BCAC_FM_90	signal1	IRX5	3	3	2
BCAC_FM_90	signal1	CTD-3032H12.2	3	3	2
BCAC_FM_90	signal1	IRX3	3	0.6	3
BCAC_FM_90	signal1	RP11-212I21.4	3	0.6	3
BCAC_FM_90	signal1	RP11-26L20.4	3	0.6	3
BCAC_FM_90	signal1	SLC6A2	3	0.6	3
BCAC_FM_90	signal1	CAPNS2	3	0.6	3
BCAC_FM_90	signal1	RP11-1136G4.1	3	0.3	3
BCAC_FM_90	signal1	RP11-212I21.2	3	0.06	3
BCAC_FM_90	signal1	RP11-26L20.3	3	0.06	3
BCAC_FM_90	signal1	RP11-357N13.1	3	0.06	3
BCAC_FM_90	signal1	ENST00000567781	3	0	0
BCAC_FM_90	signal1	RP11-324D17	3	0	0
BCAC_FM_90	signal1	ENST00000558156	3	0	0
BCAC_FM_92	signal1	GPCPD1	1	3	2
BCAC_FM_92	signal1	RP5-1022P6.4	1	0.3	3
BCAC_FM_92	signal1	RP5-1022P6.5	1	0.3	3
BCAC_FM_96	signal1	PIK3R3	11	7	1
BCAC_FM_96	signal1	LRRC41	11	7	1
BCAC_FM_96	signal1	TSPAN1	11	4	2
BCAC_FM_96	signal1	RP4-533D7.4	11	4	2
BCAC_FM_96	signal1	NSUN4	11	4	2
BCAC_FM_96	signal1	RAD54L	11	4	2
BCAC_FM_96	signal1	UQCRH	11	4	2
BCAC_FM_96	signal1	POMGNT1	11	4	2
BCAC_FM_96	signal1	RP11-322N21.2	11	0.4	3
BCAC_FM_98	signal1	LMO4	26	4	2
BCAC_FM_98	signal1	HS2ST1	26	0.6	3
BCAC_FM_98	signal2	LMO4	8	4	2
BCAC_FM_98	signal2	RP5-1052I5.1	8	0	0
BCAC_FM_99	signal1	AL157902.3	61	4	2
BCAC_FM_99	signal1	FAM46C	61	4	2
BCAC_FM_99	signal1	MAN1A2	61	4	2
BCAC_FM_99	signal1	GDAP2	61	4	2
BCAC_FM_99	signal1	RP11-188D8.1	61	4	2
BCAC_FM_99	signal1	HAO2	61	3	2
BCAC_FM_99	signal1	ZNF697	61	3	2
