region	signal	gene	N_SNPs_signal	gene_score	gene_inquisit_level
BCAC_FM_27	signal4	AC008940.1	70	0.4	3
BCAC_FM_27	signal4	RP11-155L15.1	70	0.4	3
BCAC_FM_27	signal5	MAP3K1	4	8	1
BCAC_FM_27	signal5	AC008937.2	4	3	2
BCAC_FM_27	signal5	AC008940.1	4	0.3	3
BCAC_FM_28	CIMBA	PDE4D	7	3	2
BCAC_FM_28	CIMBA	RP11-266N13.2	7	3	2
BCAC_FM_28	CIMBA	CTD-2176I21.2	7	0.3	3
BCAC_FM_28	signal1	PDE4D	30	4	2
BCAC_FM_28	signal1	RP11-266N13.2	30	4	2
BCAC_FM_28	signal1	GAPT	30	3	2
BCAC_FM_28	signal2	PDE4D	5	4	2
BCAC_FM_28	signal2	RP11-266N13.2	5	4	2
BCAC_FM_28	signal2	CTD-2176I21.2	5	0.4	3
BCAC_FM_29	signal1	SSBP2	23	4	2
BCAC_FM_29	signal1	ACOT12	23	4	2
BCAC_FM_29	signal1	CKMT2-AS1	23	4	2
BCAC_FM_29	signal1	CTD-2249K22.1	23	4	2
BCAC_FM_29	signal1	ZCCHC9	23	4	2
BCAC_FM_29	signal1	CKMT2	23	4	2
BCAC_FM_29	signal1	VCAN	23	4	2
BCAC_FM_29	signal1	ATP6AP1L	23	4	2
BCAC_FM_29	signal1	RPS23	23	3	2
BCAC_FM_29	signal1	ATG10	23	1	2
BCAC_FM_3	signal2	HIST2H2BA	15	0	0
BCAC_FM_30	signal1	EBF1	5	5	1
BCAC_FM_30	signal1	CTC-436K13.1	5	0.4	3
BCAC_FM_30	signal1	RP11-175K6.1	5	0.4	3
BCAC_FM_32	signal1	RANBP9	51	7	1
BCAC_FM_32	signal1	NOL7	51	7	1
BCAC_FM_32	signal1	RP1-223E5.4	51	7	1
BCAC_FM_32	signal1	MCUR1	51	4	2
BCAC_FM_32	signal1	SIRT5	51	4	2
BCAC_FM_32	signal1	GFOD1	51	3	2
BCAC_FM_32	signal1	AL441883.1	51	0.4	3
BCAC_FM_32	signal1	RNU7-91P	51	0.4	3
BCAC_FM_33	signal1	TRIM27	36	7	1
BCAC_FM_33	signal1	HCG15	36	4	2
BCAC_FM_33	signal1	HCG16	36	4	2
BCAC_FM_33	signal1	HIST1H2BD	36	4	2
BCAC_FM_33	signal1	ZNF311	36	4	2
BCAC_FM_33	signal1	HCG14	36	3	2
BCAC_FM_33	signal1	RNU6-930P	36	0.7	3
BCAC_FM_33	signal1	OR2J2	36	0.6	3
BCAC_FM_33	signal1	LOC401242	36	0	0
BCAC_FM_33	signal1	XXbac-BPG308K3.6	36	0	0
BCAC_FM_34	signal1	BCKDHB	51	4	2
BCAC_FM_34	signal1	FAM46A	51	4	2
BCAC_FM_34	signal1	AL359693.1	51	0.4	3
BCAC_FM_35	CIMBA	SYNE1	1	4	2
BCAC_FM_35	CIMBA	C6orf211	1	4	2
BCAC_FM_35	CIMBA	RMND1	1	4	2
BCAC_FM_35	CIMBA	ESR1	1	4	2
BCAC_FM_35	signal1	ESR1	1	8	1
BCAC_FM_35	signal1	CCDC170	1	3	2
BCAC_FM_35	signal2	ESR1	1	5	1
BCAC_FM_35	signal2	SYNE1	1	3	2
BCAC_FM_35	signal2	C6orf211	1	0.6	3
BCAC_FM_35	signal2	RP3-443C4.2	1	0.4	3
BCAC_FM_35	signal3	ESR1	1	8	1
BCAC_FM_35	signal3	SYNE1	1	4	2
BCAC_FM_35	signal3	ZBTB2	1	4	2
BCAC_FM_35	signal3	C6orf211	1	4	2
BCAC_FM_35	signal3	RMND1	1	4	2
BCAC_FM_35	signal3	RP3-443C4.2	1	0.4	3
BCAC_FM_35	signal3	RNU6-813P	1	0.4	3
BCAC_FM_35	signal4	ESR1	6	8	1
BCAC_FM_35	signal4	C6orf211	6	7	1
BCAC_FM_35	signal4	CCDC170	6	7	1
BCAC_FM_35	signal4	RMND1	6	4	2
BCAC_FM_35	signal4	SYNE1	6	4	2
BCAC_FM_35	signal4	ZBTB2	6	4	2
BCAC_FM_35	signal4	AKAP12	6	0.6	3
BCAC_FM_35	signal5	ESR1	173	5	1
BCAC_FM_35	signal5	RP3-443C4.2	173	0.4	3
BCAC_FM_35	signal6	ESR1	22	8	1
BCAC_FM_35	signal6	CCDC170	22	7	1
BCAC_FM_35	signal6	C6orf211	22	4	2
BCAC_FM_35	signal6	RMND1	22	4	2
BCAC_FM_35	signal6	SYNE1	22	4	2
BCAC_FM_35	signal6	RNU6-813P	22	0.4	3
BCAC_FM_35	signal6	RP3-443C4.2	22	0.3	3
BCAC_FM_36	signal1	KRIT1	318	7	1
BCAC_FM_36	signal1	AC007566.10	318	4	2
BCAC_FM_36	signal1	AKAP9	318	4	2
BCAC_FM_36	signal1	GATAD1	318	4	2
BCAC_FM_36	signal1	CYP51A1	318	4	2
BCAC_FM_36	signal1	MTERF	318	4	2
BCAC_FM_36	signal1	ANKIB1	318	4	2
BCAC_FM_36	signal1	PEX1	318	4	2
BCAC_FM_36	signal1	LRRD1	318	4	2
BCAC_FM_36	signal1	RBM48	318	3	2
BCAC_FM_36	signal1	AC000120.7	318	3	2
BCAC_FM_36	signal1	MIR1285-1	318	0.3	3
BCAC_FM_36	signal1	CTB-161K23.1	318	0	0
BCAC_FM_37	signal1	MKLN1	6	4	2
BCAC_FM_37	signal1	MKLN1-AS1	6	0	0
BCAC_FM_37	signal2	MKLN1	4	4	2
BCAC_FM_37	signal2	LINC-PINT	4	0.6	3
BCAC_FM_37	signal2	MKLN1-AS1	4	0	0
BCAC_FM_38	signal1	FAM115A	2	0.6	3
BCAC_FM_39	signal1	DUSP4	16	7	1
BCAC_FM_39	signal1	FBXO16	16	0.6	3
BCAC_FM_39	signal1	AC084262.3	16	0.4	3
BCAC_FM_39	signal1	MIR3148	16	0.4	3
BCAC_FM_39	signal1	RP4-676L2.1	16	0.4	3
BCAC_FM_39	signal1	AC145110.1	16	0.3	3
BCAC_FM_39	signal1	RP11-486M23.2	16	0.3	3
BCAC_FM_4	signal1	RNF115	35	7	1
BCAC_FM_4	signal1	PDZK1	35	7	1
BCAC_FM_4	signal1	POLR3GL	35	5	1
BCAC_FM_4	signal1	NUDT17	35	5	1
BCAC_FM_4	signal1	ANKRD34A	35	4	2
BCAC_FM_4	signal1	ANKRD35	35	4	2
BCAC_FM_4	signal1	CD160	35	4	2
BCAC_FM_4	signal1	HFE2	35	4	2
BCAC_FM_4	signal1	ITGA10	35	4	2
BCAC_FM_4	signal1	LIX1L	35	4	2
BCAC_FM_4	signal1	PEX11B	35	4	2
BCAC_FM_4	signal1	PIAS3	35	4	2
BCAC_FM_4	signal1	POLR3C	35	4	2
BCAC_FM_4	signal1	RBM8A	35	4	2
BCAC_FM_4	signal1	RP11-315I20.1	35	4	2
BCAC_FM_4	signal1	RP11-315I20.3	35	4	2
BCAC_FM_4	signal1	RP11-458D21.1	35	4	2
BCAC_FM_4	signal1	TXNIP	35	4	2
BCAC_FM_4	signal1	PDE4DIP	35	4	2
BCAC_FM_4	signal1	RP11-326G21.1	35	4	2
BCAC_FM_4	signal1	SEC22B	35	4	2
BCAC_FM_4	signal1	GNRHR2	35	0	0
BCAC_FM_4	signal2	PIAS3	5	7	1
BCAC_FM_4	signal2	ANKRD34A	5	4	2
BCAC_FM_4	signal2	ANKRD35	5	4	2
BCAC_FM_4	signal2	CD160	5	4	2
BCAC_FM_4	signal2	ITGA10	5	4	2
BCAC_FM_4	signal2	LIX1L	5	4	2
BCAC_FM_4	signal2	NUDT17	5	4	2
BCAC_FM_4	signal2	PDE4DIP	5	4	2
BCAC_FM_4	signal2	PDZK1	5	4	2
BCAC_FM_4	signal2	PEX11B	5	4	2
BCAC_FM_4	signal2	POLR3C	5	4	2
BCAC_FM_4	signal2	POLR3GL	5	4	2
BCAC_FM_4	signal2	RBM8A	5	4	2
BCAC_FM_4	signal2	RNF115	5	4	2
BCAC_FM_4	signal2	RP11-315I20.1	5	4	2
BCAC_FM_4	signal2	RP11-315I20.3	5	4	2
BCAC_FM_4	signal2	RP11-458D21.1	5	4	2
BCAC_FM_4	signal2	TXNIP	5	4	2
BCAC_FM_4	signal2	HFE2	5	4	2
BCAC_FM_4	signal2	RP11-326G21.1	5	4	2
BCAC_FM_4	signal2	AL590452.1	5	4	2
BCAC_FM_4	signal2	NBPF10	5	1	2
BCAC_FM_4	signal2	GNRHR2	5	0	0
BCAC_FM_40	signal1	ZNF703	16	5	1
BCAC_FM_40	signal1	RP11-863K10.2	16	4	2
BCAC_FM_40	signal1	ERLIN2	16	3	2
BCAC_FM_40	signal1	RP11-863K10.7	16	3	2
BCAC_FM_41	signal2	CRISPLD1	8	3	2
BCAC_FM_41	signal3	HNF4G	16	4	2
BCAC_FM_41	signal3	CASC9	16	3	2
BCAC_FM_42	signal1	TRPS1	164	7	1
BCAC_FM_42	signal1	RNA5SP276	164	0.4	3
BCAC_FM_43	signal1	MYC	3	1.6	2
BCAC_FM_43	signal2	MYC	44	8	1
BCAC_FM_43	signal2	CASC11	44	4	2
BCAC_FM_43	signal2	FAM84B	44	4	2
BCAC_FM_43	signal2	RP11-103H7.5	44	4	2
BCAC_FM_43	signal2	RP11-89K10.1	44	4	2
BCAC_FM_43	signal2	PVT1	44	4	2
BCAC_FM_43	signal2	RNU1-106P	44	4	2
BCAC_FM_43	signal2	TMEM75	44	3	2
BCAC_FM_43	signal2	MIR1208	44	0.7	3
BCAC_FM_43	signal2	MIR1207	44	0.3	3
BCAC_FM_43	signal2	RN7SKP226	44	0.3	3
BCAC_FM_43	signal2	MIR1204	44	0	0
BCAC_FM_43	signal2	ENST00000513868	44	0	0
BCAC_FM_43	signal3	MYC	1	5	1
BCAC_FM_43	signal3	CASC11	1	4	2
BCAC_FM_43	signal4	CASC8	43	3	2
BCAC_FM_43	signal4	MYC	43	1.6	2
BCAC_FM_45	signal1	KLF4	10	4	2
BCAC_FM_45	signal1	AL359552.1	10	0.3	3
BCAC_FM_45	signal2	KLF4	1	4	2
BCAC_FM_45	signal2	RAD23B	1	1	2
BCAC_FM_45	signal3	KLF4	1	4	2
BCAC_FM_45	signal3	RAD23B	1	0.6	3
BCAC_FM_45	signal4	KLF4	1	7	1
BCAC_FM_45	signal4	RAD23B	1	0.6	3
BCAC_FM_47	signal1	SKIDA1	7	4	2
BCAC_FM_47	signal1	CASC10	7	4	2
BCAC_FM_47	signal1	MLLT10	7	4	2
BCAC_FM_47	signal1	NEBL-AS1	7	4	2
BCAC_FM_47	signal1	NEBL	7	4	2
BCAC_FM_47	signal1	MIR1915	7	0.4	3
BCAC_FM_47	signal2	COMMD3	58	7	1
BCAC_FM_47	signal2	BMI1	58	7	1
BCAC_FM_47	signal2	CASC10	58	4	2
BCAC_FM_47	signal2	MLLT10	58	4	2
BCAC_FM_47	signal2	ARMC3	58	4	2
BCAC_FM_47	signal2	COMMD3-BMI1	58	4	2
BCAC_FM_47	signal2	DNAJC1	58	4	2
BCAC_FM_47	signal2	EBLN1	58	4	2
BCAC_FM_47	signal2	RP11-573G6.6	58	3	2
BCAC_FM_47	signal2	MIR1915	58	0.4	3
BCAC_FM_47	signal2	LOC100130992	58	0	0
BCAC_FM_47	signal2	LOC100499489	58	0	0
BCAC_FM_49	signal1	ZMIZ1	10	7	1
BCAC_FM_49	signal1	ZMIZ1-AS1	10	4	2
BCAC_FM_49	signal1	TMEM254	10	0.6	3
BCAC_FM_49	signal2	ZMIZ1-AS1	17	4	2
BCAC_FM_49	signal2	ZMIZ1	17	4	2
BCAC_FM_49	signal3	ZCCHC24	9	7	1
BCAC_FM_49	signal3	RP11-342M3.5	9	0.4	3
BCAC_FM_5	signal1	BOLA1	4	4	2
BCAC_FM_5	signal1	PLEKHO1	4	4	2
BCAC_FM_5	signal1	VPS45	4	4	2
BCAC_FM_5	signal1	HIST2H2AB	4	4	2
BCAC_FM_5	signal1	HIST2H2AC	4	4	2
BCAC_FM_5	signal1	HIST2H2BE	4	4	2
BCAC_FM_5	signal1	OTUD7B	4	4	2
BCAC_FM_5	signal1	MTMR11	4	3	2
BCAC_FM_5	signal1	ANP32E	4	3	2
BCAC_FM_5	signal1	RNU2-17P	4	3	2
BCAC_FM_5	signal1	PRUNE	4	0.2	3
BCAC_FM_50	signal1	RP11-57H14.2	12	4	2
BCAC_FM_50	signal1	TCF7L2	12	4	2
BCAC_FM_50	signal1	RP11-25C19.3	12	0.4	3
BCAC_FM_50	signal2	TCF7L2	42	7	1
BCAC_FM_50	signal2	RP11-57H14.2	42	4	2
BCAC_FM_50	signal2	RP11-57H14.3	42	3	2
BCAC_FM_50	signal2	HABP2	42	1	2
BCAC_FM_50	signal2	PLEKHS1	42	0.6	3
BCAC_FM_50	signal2	RP11-324O2.3	42	0.6	3
BCAC_FM_50	signal2	RP11-25C19.3	42	0.4	3
BCAC_FM_50	signal2	MIR4295	42	0.3	3
BCAC_FM_50	signal2	ENST00000420773	42	0	0
BCAC_FM_51	signal1	FGFR2	1	8	1
BCAC_FM_51	signal1	RP11-62L18.3	1	3	2
BCAC_FM_51	signal1	TACC2	1	0.6	3
BCAC_FM_51	signal2	FGFR2	7	8	1
BCAC_FM_51	signal2	ATE1	7	3	2
BCAC_FM_51	signal2	RP11-62L18.3	7	3	2
BCAC_FM_51	signal3	FGFR2	1	4	2
BCAC_FM_51	signal4	FGFR2	3	4	2
BCAC_FM_51	signal4	ATE1	3	3	2
BCAC_FM_51	signal4	RP11-62L18.3	3	3	2
BCAC_FM_51	signal4	TACC2	3	0.6	3
BCAC_FM_51	signal5	FGFR2	1	8	1
BCAC_FM_52	signal1	LSP1	7	4	2
BCAC_FM_52	signal1	AC068580.5	7	4	2
BCAC_FM_52	signal1	CTSD	7	4	2
BCAC_FM_52	signal1	SYT8	7	3	2
BCAC_FM_52	signal1	MRPL23	7	3	2
BCAC_FM_52	signal1	MIR4298	7	0.4	3
BCAC_FM_52	signal1	AC068580.1	7	0.4	3
BCAC_FM_53	signal1	AP5B1	12	7	1
BCAC_FM_53	signal1	OVOL1	12	7	1
BCAC_FM_53	signal1	RNASEH2C	12	7	1
BCAC_FM_53	signal1	CFL1	12	7	1
BCAC_FM_53	signal1	KAT5	12	5	1
BCAC_FM_53	signal1	BANF1	12	4	2
BCAC_FM_53	signal1	CST6	12	4	2
BCAC_FM_53	signal1	EIF1AD	12	4	2
BCAC_FM_53	signal1	RP11-770G2.5	12	4	2
BCAC_FM_53	signal1	EHBP1L1	12	4	2
BCAC_FM_53	signal1	KCNK7	12	4	2
BCAC_FM_53	signal1	MAP3K11	12	4	2
BCAC_FM_53	signal1	PACS1	12	4	2
BCAC_FM_53	signal1	PCNXL3	12	4	2
BCAC_FM_53	signal1	RELA	12	4	2
BCAC_FM_53	signal1	RP11-1167A19.2	12	4	2
BCAC_FM_53	signal1	SART1	12	4	2
BCAC_FM_53	signal1	SIPA1	12	4	2
BCAC_FM_53	signal1	MUS81	12	4	2
BCAC_FM_53	signal1	SNX32	12	4	2
BCAC_FM_53	signal1	FIBP	12	3	2
BCAC_FM_53	signal1	RP11-770G2.2	12	0.4	3
BCAC_FM_53	signal1	AP001362.1	12	0.4	3
BCAC_FM_53	signal1	MIR4489	12	0.4	3
BCAC_FM_53	signal1	MIR4690	12	0.4	3
BCAC_FM_53	signal1	BBS1	12	0.2	3
BCAC_FM_53	signal1	RP11-770G2.4	12	0	0
BCAC_FM_54	signal1	CCND1	1	8	1
BCAC_FM_54	signal1	MYEOV	1	7	1
BCAC_FM_54	signal1	AP000439.3	1	4	2
BCAC_FM_54	signal1	ORAOV1	1	4	2
BCAC_FM_54	signal2	CCND1	3	8	1
BCAC_FM_54	signal2	MYEOV	3	7	1
BCAC_FM_54	signal2	AP000439.3	3	4	2
BCAC_FM_54	signal2	ORAOV1	3	4	2
BCAC_FM_54	signal3	CCND1	20	8	1
BCAC_FM_54	signal3	MYEOV	20	7	1
BCAC_FM_54	signal3	AP000439.3	20	4	2
BCAC_FM_54	signal3	ORAOV1	20	4	2
BCAC_FM_55	signal1	BARX2	17	5	1
BCAC_FM_55	signal1	ARHGAP32	17	3	2
BCAC_FM_56	signal1	ATF7IP	18	8	1
BCAC_FM_56	signal1	ARHGDIB	18	0.6	3
BCAC_FM_56	signal1	HIST4H4	18	0.6	3
BCAC_FM_56	signal1	RNU6-491P	18	0.4	3
BCAC_FM_56	signal1	RPL30P11	18	0	0
BCAC_FM_57	signal1	CCDC91	1	4	2
BCAC_FM_57	signal1	RP11-967K21.1	1	4	2
BCAC_FM_57	signal1	PTHLH	1	3	2
BCAC_FM_57	signal2	PTHLH	375	7	1
BCAC_FM_57	signal2	CCDC91	375	7	1
BCAC_FM_57	signal2	RP11-967K21.1	375	4	2
BCAC_FM_57	signal2	RP11-993B23.3	375	4	2
BCAC_FM_57	signal2	MANSC4	375	4	2
BCAC_FM_57	signal2	KLHL42	375	4	2
BCAC_FM_57	signal2	RP11-860B13.1	375	4	2
BCAC_FM_57	signal2	MRPS35	375	3	2
BCAC_FM_57	signal2	STK38L	375	1	2
BCAC_FM_57	signal2	RP11-1060J15.4	375	0.3	3
BCAC_FM_57	signal2	RNU4-54P	375	0.3	3
BCAC_FM_58	signal1	NTN4	2	8	1
BCAC_FM_58	signal1	METAP2	2	0.6	3
BCAC_FM_58	signal1	ELK3	2	0.6	3
BCAC_FM_58	signal1	VEZT	2	0.6	3
BCAC_FM_58	signal1	RP11-536G4.1	2	0.4	3
BCAC_FM_58	signal1	MIR331	2	0.06	3
BCAC_FM_58	signal1	RN7SKP11	2	0.06	3
BCAC_FM_58	signal1	RP11-536G4	2	0	0
BCAC_FM_59	signal1	TBX3	7	5	1
BCAC_FM_59	signal1	RP11-116D17.1	7	0.4	3
BCAC_FM_59	signal2	TBX3	1	8	1
BCAC_FM_59	signal3	TBX3	8	8	1
BCAC_FM_59	signal3	RP11-110L15.1	8	0.4	3
BCAC_FM_59	signal3	RP11-116D17	8	0	0
BCAC_FM_59	signal4	TBX3	6	5	1
BCAC_FM_59	signal4	C12orf49	6	4	2
BCAC_FM_59	signal4	RBM19	6	4	2
BCAC_FM_59	signal4	MED13L	6	0.6	3
BCAC_FM_59	signal4	RP11-162N7.1	6	0.4	3
BCAC_FM_59	signal4	MAP1LC3B2	6	0.4	3
BCAC_FM_6	signal1	LGR6	27	1	2
BCAC_FM_6	signal1	GPR37L1	27	0.6	3
BCAC_FM_6	signal1	snoU13	27	0.4	3
BCAC_FM_60	signal1	FRY-AS1	5	4	2
BCAC_FM_60	signal1	FRY	5	4	2
BCAC_FM_61	signal1	SLC25A21	19	7	1
BCAC_FM_61	signal1	PAX9	19	7	1
BCAC_FM_61	signal1	SLC25A21-AS1	19	4	2
BCAC_FM_61	signal1	RP11-356O9.2	19	4	2
BCAC_FM_61	signal1	RP11-964E11.2	19	3	2
BCAC_FM_61	signal1	NKX2-8	19	3	2
BCAC_FM_61	signal1	MIPOL1	19	0.6	3
BCAC_FM_61	signal1	NKX2-1	19	0.6	3
BCAC_FM_61	signal1	SFTA3	19	0.6	3
BCAC_FM_61	signal1	MIR4503	19	0.4	3
BCAC_FM_61	signal1	RP11-81F13.2	19	0.4	3
BCAC_FM_61	signal1	LINC00609	19	0.3	3
BCAC_FM_61	signal1	RN7SKP257	19	0.3	3
BCAC_FM_61	signal1	RP11-116N8.2	19	0.06	3
BCAC_FM_61	signal2	PAX9	20	4	2
BCAC_FM_61	signal2	MIR4503	20	0.4	3
BCAC_FM_61	signal2	RP11-81F13.2	20	0.3	3
BCAC_FM_62	signal1	ZFP36L1	8	8	1
BCAC_FM_62	signal1	CTD-2325P2.4	8	4	2
BCAC_FM_62	signal2	ZFP36L1	4	5	1
BCAC_FM_62	signal2	ZFYVE26	4	3	2
BCAC_FM_62	signal2	RAD51B	4	3	2
BCAC_FM_63	signal1	C14orf159	3	4	2
BCAC_FM_63	signal1	RPS6KA5	3	4	2
BCAC_FM_63	signal1	CCDC88C	3	4	2
BCAC_FM_63	signal1	RP11-895M11.3	3	4	2
BCAC_FM_63	signal1	RP11-73M18.7	3	4	2
BCAC_FM_63	signal1	CTD-2547L24.4	3	4	2
BCAC_FM_63	signal1	GPR68	3	3	2
BCAC_FM_63	signal1	SMEK1	3	0.6	3
BCAC_FM_63	signal1	AL512791.1	3	0.4	3
BCAC_FM_64	signal1	CPSF2	34	4	2
BCAC_FM_64	signal1	NDUFB1	34	4	2
BCAC_FM_64	signal1	RIN3	34	4	2
BCAC_FM_64	signal1	LGMN	34	3	2
BCAC_FM_64	signal1	GOLGA5	34	0.6	3
BCAC_FM_65	signal1	TOX3	1	7	1
BCAC_FM_65	signal1	CHD9	1	0.6	3
BCAC_FM_66	signal1	CTD-3032H12.2	6	7	1
BCAC_FM_66	signal1	IRX3	6	7	1
BCAC_FM_66	signal1	FTO	6	7	1
BCAC_FM_66	signal1	CRNDE	6	4	2
BCAC_FM_66	signal1	IRX5	6	4	2
BCAC_FM_66	signal1	RP11-324D17.1	6	4	2
BCAC_FM_66	signal1	RPGRIP1L	6	3	2
BCAC_FM_66	signal1	AKTIP	6	0.6	3
BCAC_FM_66	signal1	RP11-357N13.2	6	0.3	3
BCAC_FM_66	signal1	RP11-357N13.3	6	0.3	3
BCAC_FM_66	signal1	ENST00000557792	6	0	0
BCAC_FM_66	signal1	ENST00000558031	6	0	0
BCAC_FM_66	signal2	CRNDE	21	3	2
BCAC_FM_66	signal2	IRX5	21	3	2
BCAC_FM_66	signal2	LPCAT2	21	3	2
BCAC_FM_66	signal2	FTO	21	3	2
BCAC_FM_66	signal2	AKTIP	21	0.6	3
BCAC_FM_67	signal1	DYNLRB2	14	8	1
BCAC_FM_67	signal1	CDYL2	14	7	1
BCAC_FM_67	signal1	RP11-18F14.4	14	7	1
BCAC_FM_67	signal1	RP11-525K10.3	14	7	1
BCAC_FM_67	signal1	RP11-109P11.1	14	3	2
BCAC_FM_67	signal1	RP11-314O13.1	14	0	0
BCAC_FM_68	signal1	NF1	24	5	1
BCAC_FM_68	signal1	ADAP2	24	3	2
BCAC_FM_68	signal1	TEFM	24	3	2
BCAC_FM_68	signal1	RNF135	24	3	2
BCAC_FM_68	signal1	RP11-848P1.2	24	3	2
BCAC_FM_68	signal1	CRLF3	24	1	2
BCAC_FM_69	signal1	COX11	34	1	2
BCAC_FM_69	signal1	MMD	34	1	2
BCAC_FM_69	signal1	COIL	34	0.2	3
BCAC_FM_7	signal1	MDM4	6	8	1
BCAC_FM_7	signal1	PIK3C2B	6	7	1
BCAC_FM_7	signal1	PPP1R15B	6	7	1
BCAC_FM_7	signal1	LRRN2	6	7	1
BCAC_FM_7	signal1	ETNK2	6	4	2
BCAC_FM_7	signal1	GOLT1A	6	4	2
BCAC_FM_7	signal1	KISS1	6	4	2
BCAC_FM_7	signal1	PLEKHA6	6	4	2
BCAC_FM_7	signal1	REN	6	4	2
BCAC_FM_7	signal1	RP11-739N20.2	6	4	2
BCAC_FM_7	signal1	RP11-74C13.3	6	4	2
BCAC_FM_7	signal1	NFASC	6	4	2
BCAC_FM_7	signal1	RNA5SP74	6	0.4	3
BCAC_FM_70	signal1	CCDC40	10	7	1
BCAC_FM_70	signal1	TBC1D16	10	4	2
BCAC_FM_70	signal1	RP11-353N14.2	10	4	2
BCAC_FM_70	signal1	CBX4	10	4	2
BCAC_FM_70	signal1	CBX8	10	4	2
BCAC_FM_70	signal1	RP11-353N14.1	10	4	2
BCAC_FM_70	signal1	CTD-2529O21.1	10	4	2
BCAC_FM_70	signal1	RP11-353N14.4	10	4	2
BCAC_FM_70	signal1	CHMP6	10	4	2
BCAC_FM_70	signal1	RNF213	10	4	2
BCAC_FM_70	signal1	RP11-353N14.5	10	4	2
BCAC_FM_70	signal1	ENPP7	10	4	2
BCAC_FM_70	signal1	C1QTNF1	10	0.6	3
BCAC_FM_70	signal1	CANT1	10	0.6	3
BCAC_FM_70	signal1	CBX2	10	0.6	3
BCAC_FM_70	signal1	AC100791.2	10	0.4	3
BCAC_FM_70	signal1	RP11-353N14.3	10	0.4	3
BCAC_FM_71	signal1	KCTD1	4	3	2
BCAC_FM_71	signal2	KCTD1	4	3	2
BCAC_FM_71	signal3	KCTD1	31	7	1
BCAC_FM_71	signal3	AQP4-AS1	31	3	2
BCAC_FM_71	signal3	AQP4	31	0.3	3
BCAC_FM_71	signal3	RP11-552O4.1	31	0.3	3
BCAC_FM_72	signal1	SETBP1	38	8	1
BCAC_FM_72	signal1	RP11-456K23.1	38	4	2
BCAC_FM_73	CIMBA	MRPL34	10	7	1
BCAC_FM_73	CIMBA	ABHD8	10	7	1
BCAC_FM_73	CIMBA	BABAM1	10	4	2
BCAC_FM_73	CIMBA	OCEL1	10	4	2
BCAC_FM_73	CIMBA	USHBP1	10	4	2
BCAC_FM_73	CIMBA	GTPBP3	10	4	2
BCAC_FM_73	CIMBA	AC010646.3	10	4	2
BCAC_FM_73	CIMBA	NR2F6	10	4	2
BCAC_FM_73	CIMBA	ANO8	10	4	2
BCAC_FM_73	CIMBA	HAUS8	10	4	2
BCAC_FM_73	CIMBA	MYO9B	10	4	2
BCAC_FM_73	CIMBA	CTD-2521M24.5	10	4	2
BCAC_FM_73	CIMBA	CTD-2278I10.6	10	4	2
BCAC_FM_73	CIMBA	ANKLE1	10	3	2
BCAC_FM_73	CIMBA	DDA1	10	3	2
BCAC_FM_73	CIMBA	CTD-2278I10.4	10	3	2
BCAC_FM_73	CIMBA	SLC27A1	10	0.6	3
BCAC_FM_73	signal1	MRPL34	16	7	1
BCAC_FM_73	signal1	ABHD8	16	7	1
BCAC_FM_73	signal1	BABAM1	16	4	2
BCAC_FM_73	signal1	OCEL1	16	4	2
BCAC_FM_73	signal1	USHBP1	16	4	2
BCAC_FM_73	signal1	GTPBP3	16	4	2
BCAC_FM_73	signal1	AC010646.3	16	4	2
BCAC_FM_73	signal1	NR2F6	16	4	2
BCAC_FM_73	signal1	ANO8	16	4	2
BCAC_FM_73	signal1	HAUS8	16	4	2
BCAC_FM_73	signal1	MYO9B	16	4	2
BCAC_FM_73	signal1	CTD-2278I10.4	16	4	2
BCAC_FM_73	signal1	CTD-2521M24.5	16	4	2
BCAC_FM_73	signal1	CTD-2278I10.6	16	4	2
BCAC_FM_73	signal1	ANKLE1	16	3	2
BCAC_FM_73	signal1	DDA1	16	3	2
BCAC_FM_73	signal1	SLC27A1	16	0.6	3
BCAC_FM_74	signal1	CRLF1	56	7	1
BCAC_FM_74	signal1	UBA52	56	7	1
BCAC_FM_74	signal1	ELL	56	7	1
BCAC_FM_74	signal1	ISYNA1	56	7	1
BCAC_FM_74	signal1	FKBP8	56	7	1
BCAC_FM_74	signal1	KXD1	56	7	1
BCAC_FM_74	signal1	GDF15	56	7	1
BCAC_FM_74	signal1	UPF1	56	4	2
BCAC_FM_74	signal1	C19orf60	56	4	2
BCAC_FM_74	signal1	PGPEP1	56	4	2
BCAC_FM_74	signal1	CTD-3137H5.1	56	4	2
BCAC_FM_74	signal1	SSBP4	56	4	2
BCAC_FM_74	signal1	KIAA1683	56	4	2
BCAC_FM_74	signal1	TMEM59L	56	4	2
BCAC_FM_74	signal1	JUND	56	4	2
BCAC_FM_74	signal1	AC068499.10	56	4	2
BCAC_FM_74	signal1	RAB3A	56	4	2
BCAC_FM_74	signal1	CRTC1	56	4	2
BCAC_FM_74	signal1	COMP	56	3	2
BCAC_FM_74	signal1	LSM4	56	3	2
BCAC_FM_74	signal1	GATAD2A	56	1	2
BCAC_FM_74	signal1	AC005253.4	56	0.4	3
BCAC_FM_74	signal1	AC005387.3	56	0.4	3
BCAC_FM_74	signal1	AC005387.2	56	0.4	3
BCAC_FM_74	signal1	MIR3188	56	0.4	3
BCAC_FM_74	signal1	AC008397.1	56	0.4	3
BCAC_FM_74	signal1	MIR3189	56	0.4	3
